ÅR,Måned,Dato,Måler,Parti,Oppslutning
2008,Apr,2008-04-03,Kantar TNS,KrF,6.9
2008,Apr,2008-04-12,Sentio,KrF,7.7
2008,Apr,2008-04-12,Respons,KrF,5.7
2008,Apr,2008-04-18,Norstat,KrF,8.3
2008,Apr,2008-04-24,Opinion,KrF,7.1
2008,Apr,2008-04-24,Norstat,KrF,7.1
2008,Apr,2008-04-25,InFact,KrF,6.3
2008,Apr,2008-04-26,Ipsos,KrF,7.1
2008,Apr,2008-04-03,Sentio,NKP,1.5
2008,Apr,2008-04-03,Kantar TNS,NKP,1.1
2008,Apr,2008-04-12,Sentio,NKP,2.1
2008,Apr,2008-04-12,Respons,NKP,0.9
2008,Apr,2008-04-18,Norstat,NKP,0.0
2008,Apr,2008-04-24,Opinion,NKP,0.0
2008,Apr,2008-04-24,Norstat,NKP,1.9
2008,Apr,2008-04-25,InFact,NKP,1.8
2008,Apr,2008-04-26,Ipsos,NKP,1.4
2008,Apr,2008-04-03,Sentio,SF,5.7
2008,Apr,2008-04-03,Kantar TNS,SF,6.4
2008,Apr,2008-04-12,Sentio,SF,6.8
2008,Apr,2008-04-12,Respons,SF,7.5
2008,Apr,2008-04-18,Norstat,SF,7.4
2008,Apr,2008-04-24,Opinion,SF,5.7
2008,Apr,2008-04-24,Norstat,SF,5.9
2008,Apr,2008-04-25,InFact,SF,6.1
2008,Apr,2008-04-26,Ipsos,SF,6.9
2008,Apr,2008-04-03,Sentio,Sp,5.4
2008,Apr,2008-04-03,Kantar TNS,Sp,5.2
2008,Apr,2008-04-12,Sentio,Sp,4.2
2008,Apr,2008-04-12,Respons,Sp,5.5
2008,Apr,2008-04-18,Norstat,Sp,6.1
2008,Apr,2008-04-24,Opinion,Sp,5.4
2008,Apr,2008-04-24,Norstat,Sp,5.3
2008,Apr,2008-04-25,InFact,Sp,5.5
2008,Apr,2008-04-26,Ipsos,Sp,7.0
2008,Apr,2008-04-03,Sentio,Unnamed: 6,27.4
2008,Apr,2008-04-03,Kantar TNS,Unnamed: 6,23.5
2008,Apr,2008-04-12,Sentio,Unnamed: 6,26.8
2008,Apr,2008-04-12,Respons,Unnamed: 6,25.3
2008,Apr,2008-04-18,Norstat,Unnamed: 6,26.8
2008,Apr,2008-04-24,Opinion,Unnamed: 6,26.1
2008,Apr,2008-04-24,Norstat,Unnamed: 6,24.7
2008,Apr,2008-04-25,InFact,Unnamed: 6,26.7
2008,Apr,2008-04-26,Ipsos,Unnamed: 6,21.1
2008,Apr,2008-04-03,Sentio,V,6.4
2008,Apr,2008-04-03,Kantar TNS,V,4.9
2008,Apr,2008-04-12,Sentio,V,6.4
2008,Apr,2008-04-12,Respons,V,6.4
2008,Apr,2008-04-18,Norstat,V,7.2
2008,Apr,2008-04-24,Opinion,V,8.7
2008,Apr,2008-04-24,Norstat,V,8.4
2008,Apr,2008-04-25,InFact,V,5.9
2008,Apr,2008-04-26,Ipsos,V,7.2
2008,Aug,2008-08-01,Sentio,Ap,27.4
2008,Aug,2008-08-05,Kantar TNS,Ap,28.0
2008,Aug,2008-08-07,Norstat,Ap,26.2
2008,Aug,2008-08-14,Sentio,Ap,24.2
2008,Aug,2008-08-19,InFact,Ap,26.3
2008,Aug,2008-08-21,Opinion,Ap,23.1
2008,Aug,2008-08-22,Norstat,Ap,26.7
2008,Aug,2008-08-22,Respons,Ap,28.9
2008,Aug,2008-08-28,Sentio,Ap,26.6
2008,Aug,2008-08-31,Ipsos,Ap,28.2
2008,Aug,2008-08-01,Sentio,H,15.2
2008,Aug,2008-08-05,Kantar TNS,H,18.4
2008,Aug,2008-08-07,Norstat,H,16.2
2008,Aug,2008-08-14,Sentio,H,16.6
2008,Aug,2008-08-19,InFact,H,18.0
2008,Aug,2008-08-21,Opinion,H,16.1
2008,Aug,2008-08-22,Norstat,H,12.7
2008,Aug,2008-08-22,Respons,H,17.1
2008,Aug,2008-08-28,Sentio,H,14.7
2008,Aug,2008-08-31,Ipsos,H,17.3
2008,Aug,2008-08-01,Sentio,KrF,5.5
2008,Aug,2008-08-05,Kantar TNS,KrF,3.6
2008,Aug,2008-08-07,Norstat,KrF,5.8
2008,Aug,2008-08-14,Sentio,KrF,5.6
2008,Aug,2008-08-19,InFact,KrF,5.9
2008,Aug,2008-08-21,Opinion,KrF,6.4
2008,Aug,2008-08-22,Norstat,KrF,6.0
2008,Aug,2008-08-22,Respons,KrF,5.0
2008,Aug,2008-08-28,Sentio,KrF,5.6
2008,Aug,2008-08-31,Ipsos,KrF,5.7
2008,Aug,2008-08-01,Sentio,NKP,1.9
2008,Aug,2008-08-05,Kantar TNS,NKP,1.7
2008,Aug,2008-08-07,Norstat,NKP,1.7
2008,Aug,2008-08-14,Sentio,NKP,1.8
2008,Aug,2008-08-19,InFact,NKP,1.9
2008,Aug,2008-08-21,Opinion,NKP,2.4
2008,Aug,2008-08-22,Norstat,NKP,1.1
2008,Aug,2008-08-22,Respons,NKP,1.1
2008,Aug,2008-08-28,Sentio,NKP,1.2
2008,Aug,2008-08-31,Ipsos,NKP,2.0
2008,Aug,2008-08-01,Sentio,SF,6.4
2008,Aug,2008-08-05,Kantar TNS,SF,7.3
2008,Aug,2008-08-07,Norstat,SF,7.0
2008,Aug,2008-08-14,Sentio,SF,5.6
2008,Aug,2008-08-19,InFact,SF,6.0
2008,Aug,2008-08-21,Opinion,SF,6.2
2008,Aug,2008-08-22,Norstat,SF,7.5
2008,Aug,2008-08-22,Respons,SF,5.6
2008,Aug,2008-08-28,Sentio,SF,6.2
2008,Aug,2008-08-31,Ipsos,SF,9.2
2008,Aug,2008-08-01,Sentio,Sp,5.6
2008,Aug,2008-08-05,Kantar TNS,Sp,2.5
2008,Aug,2008-08-07,Norstat,Sp,5.0
2008,Aug,2008-08-14,Sentio,Sp,4.8
2008,Aug,2008-08-19,InFact,Sp,5.4
2008,Aug,2008-08-21,Opinion,Sp,5.3
2008,Aug,2008-08-22,Norstat,Sp,5.1
2008,Aug,2008-08-22,Respons,Sp,5.4
2008,Aug,2008-08-28,Sentio,Sp,6.2
2008,Aug,2008-08-31,Ipsos,Sp,7.1
2008,Aug,2008-08-01,Sentio,Unnamed: 6,31.6
2008,Aug,2008-08-05,Kantar TNS,Unnamed: 6,30.5
2008,Aug,2008-08-07,Norstat,Unnamed: 6,32.1
2008,Aug,2008-08-14,Sentio,Unnamed: 6,34.0
2008,Aug,2008-08-19,InFact,Unnamed: 6,29.7
2008,Aug,2008-08-21,Opinion,Unnamed: 6,32.8
2008,Aug,2008-08-22,Norstat,Unnamed: 6,31.9
2008,Aug,2008-08-22,Respons,Unnamed: 6,30.7
2008,Aug,2008-08-28,Sentio,Unnamed: 6,32.2
2008,Aug,2008-08-31,Ipsos,Unnamed: 6,23.3
2008,Aug,2008-08-01,Sentio,V,4.6
2008,Aug,2008-08-05,Kantar TNS,V,6.9
2008,Aug,2008-08-07,Norstat,V,5.1
2008,Aug,2008-08-14,Sentio,V,7.0
2008,Aug,2008-08-19,InFact,V,5.7
2008,Aug,2008-08-21,Opinion,V,6.3
2008,Aug,2008-08-22,Norstat,V,6.9
2008,Aug,2008-08-22,Respons,V,5.9
2008,Aug,2008-08-28,Sentio,V,6.3
2008,Aug,2008-08-31,Ipsos,V,5.2
2008,Des,2008-12-01,Kantar TNS,Ap,32.4
2008,Des,2008-12-04,Norstat,Ap,30.7
2008,Des,2008-12-11,InFact,Ap,30.3
2008,Des,2008-12-13,Norfakta,Ap,31.5
2008,Des,2008-12-13,Respons,Ap,32.5
2008,Des,2008-12-15,Sentio,Ap,29.9
2008,Des,2008-12-19,Opinion,Ap,27.5
2008,Des,2008-12-21,Ipsos,Ap,31.1
2008,Des,2008-12-24,Sentio,Ap,30.3
2008,Des,2008-12-24,Norstat,Ap,31.0
2008,Des,2008-12-01,Kantar TNS,H,16.7
2008,Des,2008-12-04,Norstat,H,17.1
2008,Des,2008-12-11,InFact,H,19.2
2008,Des,2008-12-13,Norfakta,H,19.0
2008,Des,2008-12-13,Respons,H,18.2
2008,Des,2008-12-15,Sentio,H,16.8
2008,Des,2008-12-19,Opinion,H,19.1
2008,Des,2008-12-21,Ipsos,H,15.2
2008,Des,2008-12-24,Sentio,H,16.0
2008,Des,2008-12-24,Norstat,H,16.5
2008,Des,2008-12-01,Kantar TNS,KrF,5.4
2008,Des,2008-12-04,Norstat,KrF,6.1
2008,Des,2008-12-11,InFact,KrF,6.7
2008,Des,2008-12-13,Norfakta,KrF,6.3
2008,Des,2008-12-13,Respons,KrF,6.7
2008,Des,2008-12-15,Sentio,KrF,6.2
2008,Des,2008-12-19,Opinion,KrF,6.2
2008,Des,2008-12-21,Ipsos,KrF,6.2
2008,Des,2008-12-24,Sentio,KrF,6.6
2008,Des,2008-12-24,Norstat,KrF,6.4
2008,Des,2008-12-01,Kantar TNS,NKP,2.7
2008,Des,2008-12-04,Norstat,NKP,1.2
2008,Des,2008-12-11,InFact,NKP,0.0
2008,Des,2008-12-13,Norfakta,NKP,0.0
2008,Des,2008-12-13,Respons,NKP,0.0
2008,Des,2008-12-15,Sentio,NKP,0.0
2008,Des,2008-12-19,Opinion,NKP,0.0
2008,Des,2008-12-21,Ipsos,NKP,0.0
2008,Des,2008-12-24,Sentio,NKP,0.0
2008,Des,2008-12-24,Norstat,NKP,0.0
2008,Des,2008-12-01,Kantar TNS,SF,7.9
2008,Des,2008-12-04,Norstat,SF,8.1
2008,Des,2008-12-11,InFact,SF,6.6
2008,Des,2008-12-13,Norfakta,SF,7.7
2008,Des,2008-12-13,Respons,SF,7.2
2008,Des,2008-12-15,Sentio,SF,8.8
2008,Des,2008-12-19,Opinion,SF,7.5
2008,Des,2008-12-21,Ipsos,SF,9.7
2008,Des,2008-12-24,Sentio,SF,7.4
2008,Des,2008-12-24,Norstat,SF,7.5
2008,Des,2008-12-01,Kantar TNS,Sp,6.1
2008,Des,2008-12-04,Norstat,Sp,5.3
2008,Des,2008-12-11,InFact,Sp,5.8
2008,Des,2008-12-13,Norfakta,Sp,5.4
2008,Des,2008-12-13,Respons,Sp,5.9
2008,Des,2008-12-15,Sentio,Sp,5.9
2008,Des,2008-12-19,Opinion,Sp,5.4
2008,Des,2008-12-21,Ipsos,Sp,6.8
2008,Des,2008-12-24,Sentio,Sp,4.8
2008,Des,2008-12-24,Norstat,Sp,5.6
2008,Des,2008-12-01,Kantar TNS,Unnamed: 6,21.6
2008,Des,2008-12-04,Norstat,Unnamed: 6,25.9
2008,Des,2008-12-11,InFact,Unnamed: 6,22.6
2008,Des,2008-12-13,Norfakta,Unnamed: 6,23.3
2008,Des,2008-12-13,Respons,Unnamed: 6,21.5
2008,Des,2008-12-15,Sentio,Unnamed: 6,24.0
2008,Des,2008-12-19,Opinion,Unnamed: 6,25.1
2008,Des,2008-12-21,Ipsos,Unnamed: 6,20.9
2008,Des,2008-12-24,Sentio,Unnamed: 6,26.7
2008,Des,2008-12-24,Norstat,Unnamed: 6,25.0
2008,Des,2008-12-01,Kantar TNS,V,5.8
2008,Des,2008-12-04,Norstat,V,5.1
2008,Des,2008-12-11,InFact,V,4.9
2008,Des,2008-12-13,Norfakta,V,4.5
2008,Des,2008-12-13,Respons,V,6.1
2008,Des,2008-12-15,Sentio,V,5.8
2008,Des,2008-12-19,Opinion,V,5.1
2008,Des,2008-12-21,Ipsos,V,7.0
2008,Des,2008-12-24,Sentio,V,5.3
2008,Des,2008-12-24,Norstat,V,5.2
2008,Feb,2008-02-02,Sentio,Ap,30.3
2008,Feb,2008-02-04,Kantar TNS,Ap,32.3
2008,Feb,2008-02-07,Norstat,Ap,32.1
2008,Feb,2008-02-16,Sentio,Ap,25.7
2008,Feb,2008-02-17,Respons,Ap,29.0
2008,Feb,2008-02-20,InFact,Ap,27.7
2008,Feb,2008-02-21,Opinion,Ap,26.1
2008,Feb,2008-02-22,Sentio,Ap,26.4
2008,Feb,2008-02-24,Ipsos,Ap,31.4
2008,Feb,2008-02-29,Norstat,Ap,28.5
2008,Feb,2008-02-02,Sentio,H,16.9
2008,Feb,2008-02-04,Kantar TNS,H,16.9
2008,Feb,2008-02-07,Norstat,H,16.6
2008,Feb,2008-02-16,Sentio,H,16.4
2008,Feb,2008-02-17,Respons,H,16.7
2008,Feb,2008-02-20,InFact,H,18.3
2008,Feb,2008-02-21,Opinion,H,18.3
2008,Feb,2008-02-22,Sentio,H,16.9
2008,Feb,2008-02-24,Ipsos,H,18.4
2008,Feb,2008-02-29,Norstat,H,18.0
2008,Feb,2008-02-02,Sentio,KrF,6.2
2008,Feb,2008-02-04,Kantar TNS,KrF,5.5
2008,Feb,2008-02-07,Norstat,KrF,5.6
2008,Feb,2008-02-16,Sentio,KrF,6.0
2008,Feb,2008-02-17,Respons,KrF,6.1
2008,Feb,2008-02-20,InFact,KrF,7.8
2008,Feb,2008-02-21,Opinion,KrF,6.4
2008,Feb,2008-02-22,Sentio,KrF,6.1
2008,Feb,2008-02-24,Ipsos,KrF,6.5
2008,Feb,2008-02-29,Norstat,KrF,6.4
2008,Feb,2008-02-02,Sentio,NKP,1.2
2008,Feb,2008-02-04,Kantar TNS,NKP,1.7
2008,Feb,2008-02-07,Norstat,NKP,1.6
2008,Feb,2008-02-16,Sentio,NKP,2.1
2008,Feb,2008-02-17,Respons,NKP,0.8
2008,Feb,2008-02-20,InFact,NKP,1.3
2008,Feb,2008-02-21,Opinion,NKP,1.8
2008,Feb,2008-02-22,Sentio,NKP,1.4
2008,Feb,2008-02-24,Ipsos,NKP,0.8
2008,Feb,2008-02-29,Norstat,NKP,0.0
2008,Feb,2008-02-02,Sentio,SF,6.1
2008,Feb,2008-02-04,Kantar TNS,SF,6.0
2008,Feb,2008-02-07,Norstat,SF,6.9
2008,Feb,2008-02-16,Sentio,SF,6.9
2008,Feb,2008-02-17,Respons,SF,7.1
2008,Feb,2008-02-20,InFact,SF,5.2
2008,Feb,2008-02-21,Opinion,SF,7.3
2008,Feb,2008-02-22,Sentio,SF,6.5
2008,Feb,2008-02-24,Ipsos,SF,7.9
2008,Feb,2008-02-29,Norstat,SF,7.2
2008,Feb,2008-02-02,Sentio,Sp,5.3
2008,Feb,2008-02-04,Kantar TNS,Sp,5.2
2008,Feb,2008-02-07,Norstat,Sp,5.9
2008,Feb,2008-02-16,Sentio,Sp,4.9
2008,Feb,2008-02-17,Respons,Sp,6.6
2008,Feb,2008-02-20,InFact,Sp,8.3
2008,Feb,2008-02-21,Opinion,Sp,6.0
2008,Feb,2008-02-22,Sentio,Sp,5.1
2008,Feb,2008-02-24,Ipsos,Sp,6.6
2008,Feb,2008-02-29,Norstat,Sp,5.2
2008,Feb,2008-02-02,Sentio,Unnamed: 6,26.0
2008,Feb,2008-02-04,Kantar TNS,Unnamed: 6,24.0
2008,Feb,2008-02-07,Norstat,Unnamed: 6,23.9
2008,Feb,2008-02-16,Sentio,Unnamed: 6,29.1
2008,Feb,2008-02-17,Respons,Unnamed: 6,25.5
2008,Feb,2008-02-20,InFact,Unnamed: 6,23.7
2008,Feb,2008-02-21,Opinion,Unnamed: 6,25.7
2008,Feb,2008-02-22,Sentio,Unnamed: 6,28.8
2008,Feb,2008-02-24,Ipsos,Unnamed: 6,20.3
2008,Feb,2008-02-29,Norstat,Unnamed: 6,25.2
2008,Feb,2008-02-02,Sentio,V,6.7
2008,Feb,2008-02-04,Kantar TNS,V,6.8
2008,Feb,2008-02-07,Norstat,V,5.4
2008,Feb,2008-02-16,Sentio,V,7.4
2008,Feb,2008-02-17,Respons,V,7.0
2008,Feb,2008-02-20,InFact,V,6.2
2008,Feb,2008-02-21,Opinion,V,7.3
2008,Feb,2008-02-22,Sentio,V,6.5
2008,Feb,2008-02-24,Ipsos,V,6.6
2008,Feb,2008-02-29,Norstat,V,6.4
2008,Jan,2008-01-09,Kantar TNS,Ap,32.7
2008,Jan,2008-01-10,Sentio,Ap,30.7
2008,Jan,2008-01-18,Norstat,Ap,29.5
2008,Jan,2008-01-21,Respons,Ap,30.7
2008,Jan,2008-01-21,InFact,Ap,28.4
2008,Jan,2008-01-24,Opinion,Ap,26.1
2008,Jan,2008-01-24,Norstat,Ap,28.0
2008,Jan,2008-01-30,Ipsos,Ap,28.0
2008,Jan,2008-01-09,Kantar TNS,H,14.1
2008,Jan,2008-01-10,Sentio,H,16.2
2008,Jan,2008-01-18,Norstat,H,17.7
2008,Jan,2008-01-21,Respons,H,18.3
2008,Jan,2008-01-21,InFact,H,20.6
2008,Jan,2008-01-24,Opinion,H,17.5
2008,Jan,2008-01-24,Norstat,H,14.6
2008,Jan,2008-01-30,Ipsos,H,18.8
2008,Jan,2008-01-09,Kantar TNS,KrF,7.8
2008,Jan,2008-01-10,Sentio,KrF,5.6
2008,Jan,2008-01-18,Norstat,KrF,6.4
2008,Jan,2008-01-21,Respons,KrF,6.2
2008,Jan,2008-01-21,InFact,KrF,6.7
2008,Jan,2008-01-24,Opinion,KrF,6.0
2008,Jan,2008-01-24,Norstat,KrF,7.1
2008,Jan,2008-01-30,Ipsos,KrF,5.5
2008,Jan,2008-01-09,Kantar TNS,NKP,0.0
2008,Jan,2008-01-10,Sentio,NKP,0.0
2008,Jan,2008-01-18,Norstat,NKP,0.0
2008,Jan,2008-01-21,Respons,NKP,1.1
2008,Jan,2008-01-21,InFact,NKP,1.6
2008,Jan,2008-01-24,Opinion,NKP,3.2
2008,Jan,2008-01-24,Norstat,NKP,2.0
2008,Jan,2008-01-30,Ipsos,NKP,2.4
2008,Jan,2008-01-09,Kantar TNS,SF,7.1
2008,Jan,2008-01-10,Sentio,SF,8.1
2008,Jan,2008-01-18,Norstat,SF,6.4
2008,Jan,2008-01-21,Respons,SF,7.1
2008,Jan,2008-01-21,InFact,SF,5.6
2008,Jan,2008-01-24,Opinion,SF,7.9
2008,Jan,2008-01-24,Norstat,SF,7.1
2008,Jan,2008-01-30,Ipsos,SF,10.1
2008,Jan,2008-01-09,Kantar TNS,Sp,6.4
2008,Jan,2008-01-10,Sentio,Sp,5.4
2008,Jan,2008-01-18,Norstat,Sp,5.0
2008,Jan,2008-01-21,Respons,Sp,5.4
2008,Jan,2008-01-21,InFact,Sp,6.1
2008,Jan,2008-01-24,Opinion,Sp,6.3
2008,Jan,2008-01-24,Norstat,Sp,6.0
2008,Jan,2008-01-30,Ipsos,Sp,8.0
2008,Jan,2008-01-09,Kantar TNS,Unnamed: 6,23.2
2008,Jan,2008-01-10,Sentio,Unnamed: 6,23.4
2008,Jan,2008-01-18,Norstat,Unnamed: 6,25.6
2008,Jan,2008-01-21,Respons,Unnamed: 6,24.2
2008,Jan,2008-01-21,InFact,Unnamed: 6,24.7
2008,Jan,2008-01-24,Opinion,Unnamed: 6,25.4
2008,Jan,2008-01-24,Norstat,Unnamed: 6,24.0
2008,Jan,2008-01-30,Ipsos,Unnamed: 6,20.6
2008,Jan,2008-01-09,Kantar TNS,V,6.0
2008,Jan,2008-01-10,Sentio,V,7.4
2008,Jan,2008-01-18,Norstat,V,6.1
2008,Jan,2008-01-21,Respons,V,5.4
2008,Jan,2008-01-21,InFact,V,5.2
2008,Jan,2008-01-24,Opinion,V,6.4
2008,Jan,2008-01-24,Norstat,V,9.5
2008,Jan,2008-01-30,Ipsos,V,6.0
2008,Jul,2008-07-01,Kantar TNS,Ap,28.3
2008,Jul,2008-07-01,InFact,Ap,25.7
2008,Jul,2008-07-03,Norstat,Ap,26.0
2008,Jul,2008-07-11,Sentio,Ap,26.5
2008,Jul,2008-07-18,Norstat,Ap,26.5
2008,Jul,2008-07-23,Norstat,Ap,28.1
2008,Jul,2008-07-01,Kantar TNS,H,16.5
2008,Jul,2008-07-01,InFact,H,20.7
2008,Jul,2008-07-03,Norstat,H,15.8
2008,Jul,2008-07-11,Sentio,H,17.1
2008,Jul,2008-07-18,Norstat,H,16.7
2008,Jul,2008-07-23,Norstat,H,16.1
2008,Jul,2008-07-01,Kantar TNS,KrF,6.1
2008,Jul,2008-07-01,InFact,KrF,6.0
2008,Jul,2008-07-03,Norstat,KrF,6.3
2008,Jul,2008-07-11,Sentio,KrF,6.2
2008,Jul,2008-07-18,Norstat,KrF,6.3
2008,Jul,2008-07-23,Norstat,KrF,5.6
2008,Jul,2008-07-01,Kantar TNS,NKP,1.8
2008,Jul,2008-07-01,InFact,NKP,1.5
2008,Jul,2008-07-03,Norstat,NKP,1.7
2008,Jul,2008-07-11,Sentio,NKP,1.4
2008,Jul,2008-07-18,Norstat,NKP,2.5
2008,Jul,2008-07-23,Norstat,NKP,2.2
2008,Jul,2008-07-01,Kantar TNS,SF,7.7
2008,Jul,2008-07-01,InFact,SF,5.9
2008,Jul,2008-07-03,Norstat,SF,6.7
2008,Jul,2008-07-11,Sentio,SF,6.4
2008,Jul,2008-07-18,Norstat,SF,7.2
2008,Jul,2008-07-23,Norstat,SF,5.7
2008,Jul,2008-07-01,Kantar TNS,Sp,3.4
2008,Jul,2008-07-01,InFact,Sp,4.5
2008,Jul,2008-07-03,Norstat,Sp,6.3
2008,Jul,2008-07-11,Sentio,Sp,5.4
2008,Jul,2008-07-18,Norstat,Sp,3.9
2008,Jul,2008-07-23,Norstat,Sp,4.5
2008,Jul,2008-07-01,Kantar TNS,Unnamed: 6,30.3
2008,Jul,2008-07-01,InFact,Unnamed: 6,29.7
2008,Jul,2008-07-03,Norstat,Unnamed: 6,30.6
2008,Jul,2008-07-11,Sentio,Unnamed: 6,30.3
2008,Jul,2008-07-18,Norstat,Unnamed: 6,29.7
2008,Jul,2008-07-23,Norstat,Unnamed: 6,30.7
2008,Jul,2008-07-01,Kantar TNS,V,5.4
2008,Jul,2008-07-01,InFact,V,4.6
2008,Jul,2008-07-03,Norstat,V,5.3
2008,Jul,2008-07-11,Sentio,V,5.6
2008,Jul,2008-07-18,Norstat,V,5.9
2008,Jul,2008-07-23,Norstat,V,5.6
2008,Jun,2008-06-03,Kantar TNS,Ap,26.5
2008,Jun,2008-06-04,Norstat,Ap,26.6
2008,Jun,2008-06-13,Sentio,Ap,23.9
2008,Jun,2008-06-21,Norstat,Ap,27.3
2008,Jun,2008-06-21,Respons,Ap,26.4
2008,Jun,2008-06-23,Ipsos,Ap,26.8
2008,Jun,2008-06-26,Sentio,Ap,26.1
2008,Jun,2008-06-26,Opinion,Ap,24.4
2008,Jun,2008-06-03,Kantar TNS,H,18.4
2008,Jun,2008-06-04,Norstat,H,17.0
2008,Jun,2008-06-13,Sentio,H,17.9
2008,Jun,2008-06-21,Norstat,H,17.0
2008,Jun,2008-06-21,Respons,H,17.8
2008,Jun,2008-06-23,Ipsos,H,19.7
2008,Jun,2008-06-26,Sentio,H,16.4
2008,Jun,2008-06-26,Opinion,H,16.8
2008,Jun,2008-06-03,Kantar TNS,KrF,6.0
2008,Jun,2008-06-04,Norstat,KrF,6.3
2008,Jun,2008-06-13,Sentio,KrF,6.5
2008,Jun,2008-06-21,Norstat,KrF,5.6
2008,Jun,2008-06-21,Respons,KrF,4.7
2008,Jun,2008-06-23,Ipsos,KrF,7.0
2008,Jun,2008-06-26,Sentio,KrF,6.4
2008,Jun,2008-06-26,Opinion,KrF,6.6
2008,Jun,2008-06-03,Kantar TNS,NKP,2.3
2008,Jun,2008-06-04,Norstat,NKP,1.1
2008,Jun,2008-06-13,Sentio,NKP,1.6
2008,Jun,2008-06-21,Norstat,NKP,2.0
2008,Jun,2008-06-21,Respons,NKP,1.5
2008,Jun,2008-06-23,Ipsos,NKP,2.0
2008,Jun,2008-06-26,Sentio,NKP,1.6
2008,Jun,2008-06-26,Opinion,NKP,2.3
2008,Jun,2008-06-03,Kantar TNS,SF,8.3
2008,Jun,2008-06-04,Norstat,SF,6.9
2008,Jun,2008-06-13,Sentio,SF,7.1
2008,Jun,2008-06-21,Norstat,SF,5.7
2008,Jun,2008-06-21,Respons,SF,6.5
2008,Jun,2008-06-23,Ipsos,SF,7.1
2008,Jun,2008-06-26,Sentio,SF,7.0
2008,Jun,2008-06-26,Opinion,SF,6.2
2008,Jun,2008-06-03,Kantar TNS,Sp,4.7
2008,Jun,2008-06-04,Norstat,Sp,5.9
2008,Jun,2008-06-13,Sentio,Sp,5.2
2008,Jun,2008-06-21,Norstat,Sp,5.1
2008,Jun,2008-06-21,Respons,Sp,5.3
2008,Jun,2008-06-23,Ipsos,Sp,6.3
2008,Jun,2008-06-26,Sentio,Sp,4.4
2008,Jun,2008-06-26,Opinion,Sp,5.2
2008,Jun,2008-06-03,Kantar TNS,Unnamed: 6,26.3
2008,Jun,2008-06-04,Norstat,Unnamed: 6,30.8
2008,Jun,2008-06-13,Sentio,Unnamed: 6,29.6
2008,Jun,2008-06-21,Norstat,Unnamed: 6,30.1
2008,Jun,2008-06-21,Respons,Unnamed: 6,30.7
2008,Jun,2008-06-23,Ipsos,Unnamed: 6,23.4
2008,Jun,2008-06-26,Sentio,Unnamed: 6,29.8
2008,Jun,2008-06-26,Opinion,Unnamed: 6,30.4
2008,Jun,2008-06-03,Kantar TNS,V,6.6
2008,Jun,2008-06-04,Norstat,V,4.0
2008,Jun,2008-06-13,Sentio,V,5.5
2008,Jun,2008-06-21,Norstat,V,5.3
2008,Jun,2008-06-21,Respons,V,5.6
2008,Jun,2008-06-23,Ipsos,V,6.0
2008,Jun,2008-06-26,Sentio,V,6.7
2008,Jun,2008-06-26,Opinion,V,7.7
2008,Mai,2008-05-02,Sentio,Ap,31.1
2008,Mai,2008-05-05,Kantar TNS,Ap,29.4
2008,Mai,2008-05-08,Norstat,Ap,30.9
2008,Mai,2008-05-09,Respons,Ap,28.8
2008,Mai,2008-05-16,Sentio,Ap,29.8
2008,Mai,2008-05-22,Opinion,Ap,25.3
2008,Mai,2008-05-23,Norstat,Ap,30.3
2008,Mai,2008-05-26,Ipsos,Ap,26.8
2008,Mai,2008-05-29,Sentio,Ap,29.4
2008,Mai,2008-05-31,InFact,Ap,26.7
2008,Mai,2008-05-02,Sentio,H,18.9
2008,Mai,2008-05-05,Kantar TNS,H,18.1
2008,Mai,2008-05-08,Norstat,H,18.3
2008,Mai,2008-05-09,Respons,H,19.0
2008,Mai,2008-05-16,Sentio,H,17.0
2008,Mai,2008-05-22,Opinion,H,17.8
2008,Mai,2008-05-23,Norstat,H,16.8
2008,Mai,2008-05-26,Ipsos,H,18.8
2008,Mai,2008-05-29,Sentio,H,14.5
2008,Mai,2008-05-31,InFact,H,19.2
2008,Mai,2008-05-02,Sentio,KrF,6.5
2008,Mai,2008-05-05,Kantar TNS,KrF,4.6
2008,Mai,2008-05-08,Norstat,KrF,6.2
2008,Mai,2008-05-09,Respons,KrF,6.8
2008,Mai,2008-05-16,Sentio,KrF,5.2
2008,Mai,2008-05-22,Opinion,KrF,7.1
2008,Mai,2008-05-23,Norstat,KrF,6.1
2008,Mai,2008-05-26,Ipsos,KrF,6.5
2008,Mai,2008-05-29,Sentio,KrF,6.8
2008,Mai,2008-05-31,InFact,KrF,6.5
2008,Mai,2008-05-02,Sentio,NKP,1.3
2008,Mai,2008-05-05,Kantar TNS,NKP,3.4
2008,Mai,2008-05-08,Norstat,NKP,0.5
2008,Mai,2008-05-09,Respons,NKP,1.3
2008,Mai,2008-05-16,Sentio,NKP,0.0
2008,Mai,2008-05-22,Opinion,NKP,1.9
2008,Mai,2008-05-23,Norstat,NKP,0.0
2008,Mai,2008-05-26,Ipsos,NKP,2.5
2008,Mai,2008-05-29,Sentio,NKP,1.4
2008,Mai,2008-05-31,InFact,NKP,1.8
2008,Mai,2008-05-02,Sentio,SF,5.4
2008,Mai,2008-05-05,Kantar TNS,SF,5.3
2008,Mai,2008-05-08,Norstat,SF,6.7
2008,Mai,2008-05-09,Respons,SF,7.0
2008,Mai,2008-05-16,Sentio,SF,7.4
2008,Mai,2008-05-22,Opinion,SF,5.9
